Authoritariansm,SDO,CRT,Conspiracy,Paranoia,LOC_1,LOC2,LOC3,TIS,Alt,Uk$Agreeableness,Uk$Conscientiousness,Uk$Neuroticism,Uk$Openness,Uk$Extraversion,Uk$MIGRANT1,Uk$MIGRANT2,Uk$COVID_Infected_Self_Binary,Uk$COVID_Infected_Rel_Binary,Uk$VAX,Uk$Sex,Uk$Employ_Binary,Uk$Education_Binary,Uk$TRUST6,Uk$TRUST7
0.074570628,1.078212043,-0.699377973,-0.358867319,1.531438488,1.214219076,1.352865011,-1.034314433,-0.252943946,-0.415611748,6,7,10,7,4,5,5,0,0,1,0,1,1,4,4
0.306806932,0.46913541,-0.699377973,0.358008219,-0.430440319,-1.513827225,0.613528284,-2.073245783,0.888922395,0.520699462,6,7,5,5,2,10,10,0,0,1,1,1,1,5,4
1.805842358,-0.68709768,-0.699377973,0.8506295,-1.59648584,0.726638372,0.108723544,-0.415817041,-0.080652763,2.393947182,6,6,6,6,6,10,10,0,1,1,0,1,1,4,4
0.952969611,-0.025905587,1.453105919,-0.718977,0.471052032,0.087571097,0.108723544,-0.635029392,0.047600848,-1.754406107,6,6,4,8,7,8,10,0,0,1,0,0,1,3,4
-1.430004236,0.051658085,-0.699377973,0.471874961,-0.025519617,-0.620013866,-0.065530475,-0.879211674,-0.580652891,-1.480483465,4,7,6,9,8,3,4,0,0,0,0,1,1,4,2
-0.148773651,0.276472813,0.770175141,-1.089918074,0.358490065,-0.491089954,-0.222650507,-1.256189946,0.799915754,-0.52819677,4,3,5,8,8,6,8,0,0,0,1,1,1,3,3
-0.895622506,0.611869532,0.188717035,-0.125505248,0.640101173,1.331687474,1.165371836,-1.051997609,0.760274512,0.265916939,7,7,9,9,6,10,9,0,0,0,1,1,1,4,3
0.114875454,0.364031721,0.770175141,0.140170529,0.82423357,0.183742378,0.268090194,-0.467404111,-1.449111905,-0.766693023,7,7,7,6,5,5,6,0,1,1,0,1,1,4,3
0.432757985,0.871261718,0.787061987,-0.418615904,1.896934327,2.278467848,-1.946374814,1.156445202,0.655033137,-1.480483465,6,6,6,6,2,6,6,0,0,0,1,1,1,3,3
-0.370073069,-0.222390887,0.787061987,-0.63649765,1.236834966,-0.133681046,-0.134141609,0.44860173,0.065272266,-0.137531702,5,10,10,5,2,4,6,1,0,1,0,1,1,5,5
-0.314745711,1.283515254,0.770175141,-0.621194551,1.038994591,-0.637721766,0.622950886,-0.415817041,-0.057668014,-0.46319985,5,5,7,6,4,6,6,0,0,1,1,1,1,2,3
1.040344838,0.741645792,0.188717035,-0.21410839,0.414290869,0.750600678,0.625633707,-0.978040741,0.799048324,-0.710810606,8,5,5,5,6,7,6,0,0,1,1,1,1,3,2
0.453262846,1.440494436,0.770175141,-0.948085939,1.236834966,1.313450113,-0.372475469,0.074533533,0.472550118,-1.179903325,6,6,6,6,6,7,8,1,0,0,1,1,1,2,2
0.175024231,0.93008986,0.185990842,0.473724671,0.851956559,-0.740329404,0.530439572,-1.030325659,0.114309461,-0.109074351,6,6,6,5,4,1,2,1,0,1,1,1,0,3,2
0.663473821,0.855208425,-0.699377973,-0.013504628,0.662746379,-0.694071487,0.27065632,0.301839166,-0.216658976,0.036065138,8,9,6,8,7,4,2,0,0,1,1,1,1,4,5
-0.598749124,1.11307603,0.188717035,-0.802862239,-1.59648584,1.92445151,-0.602633591,1.697356582,2.91054778,1.022424614,9,8,5,4,2,10,8,0,0,1,0,0,1,5,5
-1.807256302,0.849270071,1.453105919,1.913179346,2.325536601,2.432659614,1.428400935,-2.478031196,-2.099417322,-2.980923046,3,10,4,6,4,1,1,0,0,0,1,1,1,1,1
-1.061467384,1.016549737,-0.699377973,0.059482603,0.347407395,-0.204789983,-0.065530475,-0.305470448,-0.580652891,0.543283228,7,6,4,6,6,7,7,0,0,1,1,1,1,4,4
-1.676477287,0.290033299,0.188717035,-0.633581521,0.448910418,0.726638372,-0.602633591,-0.415817041,0.366688359,-0.412264326,6,5,6,6,7,6,5,0,0,1,1,1,1,3,3
0.359877468,0.871261718,-0.699377973,-0.418615904,0.448910418,0.726638372,0.108723544,-0.415817041,0.366688359,-1.480483465,6,6,6,6,6,5,5,0,0,1,0,1,1,3,3
0.359877468,0.871261718,-0.699377973,2.403152971,-0.223876866,-1.842550452,-0.367733265,0.954659927,-2.099417322,-0.460118733,8,8,6,6,6,5,5,0,0,1,0,1,1,2,2
-0.618227985,0.817099835,-0.699377973,0.389247322,0.798253404,-0.435892126,1.535477428,-0.921782004,0.271252737,0.168897946,6,6,7,8,6,8,9,0,0,1,0,1,1,2,2
-0.485294143,0.737840493,0.166942309,1.070254994,0.254438117,1.122063737,0.698776266,-0.635029392,-0.679326773,0.761946589,7,6,7,7,5,8,8,0,0,1,1,1,1,2,2
0.100786766,0.270855337,-0.699377973,-0.432573932,0.350358113,-0.052985731,0.795692924,-0.360517575,-0.035299702,0.51654219,6,8,7,8,5,9,9,0,0,0,1,1,1,3,3
0.451626732,-0.280573277,1.453105919,-0.466855679,0.641547596,-0.536312924,0.268090194,-0.579007656,-0.651510582,-0.460118733,5,4,8,5,4,7,5,0,0,1,1,1,1,3,4
0.197075859,0.464468598,0.787061987,0.224356934,0.208725731,0.034307546,0.433679262,-0.402342978,-0.014863187,0.746747713,6,8,4,7,7,5,4,1,1,0,1,1,1,4,3
2.373659295,-2.16302068,1.453105919,-0.705309138,-0.698740019,0.563723848,-1.946374814,0.352186211,-0.881578973,-0.589700315,10,8,5,10,10,10,10,0,0,1,1,1,1,5,4
-0.434235156,1.208088827,0.770175141,0.346602481,1.236834966,0.662791863,0.795692924,-0.921782004,-0.252943946,-0.054256113,5,6,6,5,5,9,8,0,0,0,1,1,1,3,3
0.359877468,0.871261718,-0.699377973,-0.418615904,0.448910418,0.726638372,0.108723544,-0.415817041,0.72616224,-0.460118733,6,6,6,6,6,6,6,0,1,0,1,0,1,3,3
0.143849257,0.763917706,1.453105919,-0.401214665,0.448910418,0.726638372,0.108723544,-0.415817041,1.446642009,-0.52191166,6,6,6,6,6,6,5,0,0,0,0,1,1,5,4
-0.126353262,0.253138549,-0.699377973,-0.295655775,0.28845156,0.210093712,0.27065632,-0.360517575,0.393404633,0.611874621,7,7,5,6,7,8,8,0,0,1,1,1,1,4,5
-0.65146961,1.321307907,0.787061987,-0.081090316,0.801349962,-1.697561892,-1.073133102,0.44860173,0.044161407,-0.526460678,3,10,3,6,8,8,8,0,0,1,1,1,1,4,4
0.359877468,0.871261718,-0.699377973,-0.418615904,0.547565244,0.726638372,0.108723544,-0.415817041,0.366688359,-0.460118733,7,6,7,6,4,5,5,0,0,0,0,0,1,3,5
-0.334792949,0.297252431,-0.699377973,2.403152971,-1.59648584,-0.740329404,1.535477428,-1.434039377,-0.580652891,0.611874621,6,9,6,9,10,1,1,0,0,1,0,1,1,5,5
0.362004743,0.930911452,-0.699377973,-0.551500629,0.70326262,0.034307546,0.017350934,-0.415817041,-0.226904573,-1.480483465,4,5,10,7,6,6,4,0,0,1,0,1,1,3,4
0.240926394,-0.910525949,0.185990842,-0.680004743,0.125202747,-0.722395451,0.698776266,0.234941549,-0.252943946,-1.480483465,9,8,2,8,8,7,3,0,0,1,1,1,1,4,4
-0.144561163,0.027980885,0.188717035,1.834455569,1.591378665,-0.133681046,-1.159319359,0.234941549,-0.0318687,0.493601895,7,9,8,4,4,7,7,0,0,1,1,1,1,5,5
0.111991143,-0.422857016,-0.699377973,1.965761037,1.063493477,-0.435892126,-0.292424592,-1.252165796,-1.276798061,0.313362625,8,6,6,7,3,3,3,0,0,0,1,0,1,3,4
1.189926857,-0.521874603,1.453105919,0.409551628,-1.59648584,-0.187702069,-1.01379864,0.462112157,-0.320290571,0.41849912,7,8,4,4,5,10,8,0,1,1,1,1,1,4,4
0.131572841,0.379683324,-0.699377973,-0.125505248,-1.59648584,-0.286259012,-0.065530475,-0.305470448,0.298307219,-1.152930114,8,9,3,4,6,5,6,0,0,1,1,1,1,4,4
0.002399757,0.397551387,-0.699377973,0.354416476,1.048723808,0.977437076,2.036245983,-0.851844159,-1.272733016,-1.784189283,8,9,10,8,7,1,1,0,0,1,0,1,0,2,3
-0.190367214,0.373227332,0.185990842,1.465179645,2.513320245,-1.608495691,2.368151403,-2.001671566,2.91054778,2.393947182,6,6,6,6,2,10,10,1,0,1,0,1,1,5,5
0.359877468,0.871261718,0.787061987,-0.418615904,0.448910418,0.662791863,-0.13656775,-0.471346198,0.24903315,-0.460118733,6,7,6,6,5,7,6,0,0,1,1,1,1,3,3
0.283771579,-0.273236323,0.770175141,0.162530046,-0.470114271,-0.009277709,0.798423429,-0.523120861,1.134226249,-0.070462659,7,6,8,3,5,8,8,0,0,0,0,1,1,3,3
-0.297546376,-0.857083537,-0.699377973,0.990492138,0.030008682,-1.8014956,-1.946374814,-0.182963184,-0.414755203,0.254989785,9,10,5,7,4,3,1,1,0,1,1,1,1,5,5
0.179927561,0.871261718,0.188717035,-0.418615904,0.189877957,0.087571097,0.108723544,-0.360517575,0.366688359,-0.460118733,6,7,5,6,6,7,7,0,0,1,1,1,1,3,3
0.359877468,0.871261718,-0.699377973,-0.686519201,-0.092675496,0.702506285,0.27065632,0.127948373,0.298307219,-0.469942323,8,7,6,6,5,6,8,0,0,1,0,1,0,2,4
-0.560906981,0.065311249,-0.699377973,-0.211072915,0.683031826,-0.009277709,0.795692924,-0.523120861,-1.610058553,-2.196377176,7,8,8,6,5,3,3,0,0,1,0,1,1,2,2
-0.734850496,0.207782812,0.185990842,-0.146972776,0.254897974,-0.592032085,0.527785615,0.887518975,0.298307219,0.332097855,7,6,5,8,6,7,6,0,0,1,0,1,0,4,4
0.473294879,0.693477364,-0.699377973,-0.630500521,-1.59648584,-0.373750756,-1.946374814,0.221898251,1.599061132,0.001426104,10,10,2,8,8,10,10,0,0,1,1,1,1,5,5
0.432757985,-0.101828535,0.787061987,0.002270693,1.205311939,-0.797451367,0.971352863,-1.100339819,0.366688359,1.403261094,6,6,5,8,6,10,10,0,0,1,1,1,1,4,4
-0.330160711,0.800835328,-0.699377973,0.347043634,0.134199434,1.614147676,-0.520888158,0.462112157,-0.553377984,-0.695377147,6,6,8,6,4,8,5,0,0,1,0,1,1,4,4
-0.165933082,0.984132517,-0.699377973,-1.132977545,-0.390523068,1.245582936,-0.604993233,0.352186211,-0.34660366,0.059289168,6,5,6,5,5,9,4,0,0,0,1,0,0,4,3
0.359877468,0.871261718,0.770175141,-0.418615904,0.753401727,0.726638372,0.108723544,-0.415817041,0.366688359,-0.460118733,6,6,6,6,6,6,6,0,0,0,0,1,1,3,3
0.58746466,-1.725843331,1.453105919,0.057296684,0.162377927,1.331687474,-0.290038892,-0.631055683,0.298307219,0.881919972,9,8,10,7,4,8,8,1,1,1,0,1,1,4,4
0.478623342,-0.519238839,0.767748336,-0.300961735,-0.535498196,-0.435892126,0.986662341,-1.114050897,0.476142929,0.660272748,7,9,9,7,6,7,6,0,0,1,0,1,1,5,4
0.962005554,0.843160297,0.185990842,-0.241399646,0.319132323,0.236382167,0.27065632,0.393493162,0.486800481,-0.470154855,3,7,4,3,4,7,6,0,0,0,0,1,1,3,4
