Authoritariansm,SDO,CRT,Conspiracy,Paranoia,LOC_1,LOC2,LOC3,TIS,Alt,Agreeableness,Conscientiousness,Neuroticism,Openness,Extraversion,Ireland$MigrantAttitudes1,Ireland$MigrantAttitudes2,Ireland$C19_Infected_Binary,Ireland$C19_SomeoneClose_Infected_Binary,Ireland$Vax_Self_Binary,Ireland$�..Sex,Ireland$Occupation_Binary,Ireland$Education_Binary,Trust_Scientist,Trust_Doctor
-0.41556651,0.302772449,1.503089667,0.065764038,-0.306629729,0.046752364,-0.336644221,-1.215832616,0.939620623,-0.318195799,7,10,5,5,6,6,5,0,0,1,0,0,1,3,4
-0.180376169,0.341770243,-0.643021258,-1.544184339,0.994177506,0.48085241,0.941067619,0.990474769,0.580166589,-1.079658554,8,5,10,10,3,4,6,0,0,1,0,0,0,4,4
-0.122733087,-1.558740355,0.975433204,-1.243819354,-1.145389619,-0.067235866,-0.781497193,-1.483922049,1.756242362,0.674355435,9,8,5,7,8,7,7,0,0,1,0,1,1,5,5
0.136808524,1.061840519,-0.643021258,0.886099049,1.232399484,-0.330913679,-0.260673992,1.223804488,0.22058023,0.163245866,7,8,3,4,7,3,3,0,0,1,1,1,0,3,3
-0.867686514,0.31517923,0.121682753,-0.296202139,-0.827814015,0.161281558,0.288170321,-0.452382048,0.697120743,1.375335491,8,7,6,6,4,7,7,0,0,0,0,1,1,4,5
-1.007631894,0.960408651,0.444417946,0.914649415,0.281932983,-0.984478765,-0.456252273,-0.536512588,0.590969055,-1.343506892,7,6,5,4,2,5,6,0,0,0,1,1,0,4,4
-0.309214931,-1.097453087,0.444417946,-1.521412697,-1.087987664,-0.920636387,-0.395947164,0.436573876,0.380697114,0.298852552,6,6,4,7,4,7,8,0,0,1,0,1,1,4,4
1.571729615,-0.884542899,-0.643021258,1.196027785,1.320591397,0.747921354,-1.208536025,0.614303944,0.21764382,0.842604695,7,8,7,4,9,6,7,0,0,1,1,1,1,4,5
-0.115447719,1.211671482,1.503089667,-0.487226372,-0.578618219,-1.140387955,0.069656898,0.288735715,-1.741644381,-1.84994852,5,7,4,4,6,5,7,0,0,1,1,1,1,4,4
1.087513795,0.599166031,1.503089667,0.206840319,-0.607389423,-1.721310144,-1.307037133,-1.691905973,-0.543722619,-0.292704119,9,7,2,6,3,9,9,0,0,1,1,1,1,3,4
-0.339960305,0.290935688,-0.643021258,-0.241959298,0.05625197,1.313037064,-1.117134153,1.191646979,-0.453992273,0.318796512,8,5,9,8,5,8,7,0,0,1,0,1,1,5,5
-0.717057969,0.23074428,0.121682753,-0.494486472,-0.14022511,0.066196454,0.571422373,-0.228229888,-0.453992273,-0.343010455,8,5,8,4,6,6,8,0,0,1,0,1,0,4,5
-0.457923131,0.809196234,1.503089667,0.862078303,-1.284239529,1.40372308,0.571422373,1.562357957,0.22058023,0.163245866,9,8,6,6,4,8,7,0,0,0,0,0,0,3,3
0.051337955,-0.822830991,-0.643021258,-0.184670637,-0.081281595,1.092836332,0.884237426,1.49459521,1.121670423,0.504878893,7,7,7,5,5,8,8,0,1,1,0,1,1,4,4
-1.762135293,-1.269762433,0.252470802,0.476367277,-0.605683082,-0.52262643,-1.567582422,-1.058407419,0.195545441,-0.62639885,7,8,4,7,8,7,2,0,0,0,1,1,1,3,3
0.12499619,-0.667870258,1.503089667,-0.940883017,-1.284239529,-0.519993926,0.182949117,-0.057535876,1.024698737,0.876963115,9,9,5,6,5,8,8,0,0,1,0,1,1,4,4
0.514149033,-0.222041283,-0.643021258,-0.258257005,-0.084400707,-1.096275418,0.355583302,-0.479665133,-0.655661348,-1.434859885,7,10,5,8,5,6,8,0,0,1,1,1,1,4,4
0.233758329,0.866367468,0.868779879,-1.193622964,0.2380877,0.562545515,-0.203240321,-0.312261959,-0.474658338,-0.580338249,4,6,5,5,2,5,6,0,0,1,1,0,1,3,5
-2.072606636,-0.861068769,1.503089667,-1.291365839,-1.284239529,0.144288471,-1.208536025,0.619064086,0.271953797,-0.370667015,7,7,9,9,4,8,7,0,1,1,1,1,1,5,5
-1.004994844,-0.43240155,0.868779879,-0.125084988,-1.526192182,-1.721310144,-0.318857974,-1.656183355,1.251286735,0.693508639,9,7,3,6,8,8,10,0,0,1,0,0,1,5,5
0.148263772,0.43780574,-0.643021258,-0.23730966,-0.069422612,0.086526643,0.288170321,-0.285000859,0.686204135,-0.150012156,7,10,3,9,8,7,8,0,0,0,0,1,1,4,4
-0.896487293,-0.252421811,-0.643021258,-0.472202061,0.177428355,-1.721310144,-1.567582422,-1.656183355,0.590969055,-0.733088622,10,10,3,10,6,5,5,0,0,0,0,1,0,3,4
-1.452091254,-1.269305326,0.444417946,0.565420554,-1.526192182,0.222282604,-1.208536025,-1.215832616,0.697120743,1.361864268,10,9,4,7,8,7,7,1,1,0,1,1,1,5,4
0.198861466,0.003476028,-0.643021258,0.003490364,0.26306857,-0.103845274,-1.307037133,0.407621124,0.195545441,1.105137841,7,8,8,7,4,7,7,0,0,1,1,1,0,4,5
-0.035266465,1.061840519,-0.643021258,1.442318558,-0.152367336,0.181846499,-0.146486723,0.738629895,-1.572086907,-0.907850219,8,8,5,7,5,2,2,0,1,1,0,1,1,4,4
-2.237058979,-2.033919582,0.975433204,-1.114770946,-1.526192182,-1.721310144,-1.567582422,-1.691905973,-0.242272479,0.696518849,8,6,2,10,10,9,9,0,0,0,0,1,1,4,4
0.136808524,1.061840519,0.121682753,-0.551523611,0.428002212,0.161281558,1.877487206,-0.255532483,0.572611253,-1.192899098,6,6,6,6,6,7,6,0,0,0,1,0,1,3,2
0.551151117,-1.097453087,-0.643021258,0.004287808,0.481063327,-0.103845274,-1.090680912,-1.277962535,0.939620623,1.12111018,4,8,8,7,3,9,9,0,0,1,0,1,1,5,5
-0.31328241,-0.072569397,0.444417946,0.927401911,0.699215009,0.357765467,-0.220563335,1.026149073,-0.069933903,-0.803342042,7,7,8,9,6,4,4,0,0,1,0,0,0,4,4
-0.568129425,-0.861068769,0.975433204,-1.579185747,-0.091969336,-0.815707633,-0.456252273,-1.656183355,-0.740567332,-0.907850219,7,9,4,5,6,9,10,0,0,1,0,1,1,2,3
-0.575844075,0.739446816,0.975433204,2.301845529,0.955384438,0.181846499,-0.278215982,-0.536006713,-1.572086907,-0.955522169,3,4,2,2,6,7,5,0,1,0,0,1,0,3,1
0.514035705,0.139018323,1.503089667,-0.569962264,-0.599443275,-0.961733151,-1.567582422,-1.691905973,0.604536373,-0.346352361,8,7,2,10,6,8,8,0,0,1,1,1,1,4,5
0.514149033,1.4868318,-0.643021258,-0.860147438,0.798612456,-0.067235866,-1.031751819,0.436573876,0.038683746,-0.227894923,6,6,8,7,2,4,1,0,0,1,1,1,1,4,4
0.171487605,-0.173243837,-0.643021258,-0.374352343,-1.526192182,-0.483133673,-0.318857974,-0.425118446,1.024698737,0.693508639,9,8,6,6,5,6,7,0,0,1,0,1,1,4,4
-0.678338742,0.042100461,-0.643021258,-0.051405273,1.139171167,0.31931229,1.079117271,0.113032277,0.380697114,-0.733088622,8,7,8,7,5,7,7,0,0,1,1,1,1,4,5
0.136808524,0.82885864,-0.643021258,-1.068898831,-0.081281595,0.202465994,0.979094774,-0.027711322,-0.154549925,-0.583208955,5,7,5,5,7,6,5,1,0,0,0,0,1,3,3
-0.070626726,0.570590841,-0.643021258,0.447405061,2.584444537,0.770163799,0.983782319,0.113032277,0.22058023,-1.079658554,6,6,7,7,6,3,3,0,0,1,1,0,0,3,3
0.136808524,1.075858498,0.444417946,-0.530421571,0.643397941,0.459431008,0.941067619,0.465627773,0.188222409,-1.011607652,5,7,5,6,5,5,5,0,1,1,1,1,1,3,4
-0.083378357,0.510370045,-0.643021258,0.872781363,-0.18068656,-0.463038375,-0.456252273,-0.939432978,0.769257238,0.693508639,7,10,7,6,7,5,5,0,0,1,1,1,0,4,5
-1.925266975,-1.415682655,0.444417946,-1.241023174,-0.374101127,-0.675843776,0.303924243,0.587083468,-0.580064646,0.163245866,7,5,6,9,2,8,8,1,0,0,0,1,1,4,4
0.687262659,-0.403377171,-0.643021258,2.083933132,0.49176188,-1.164880335,1.079117271,0.990474769,-0.220851908,0.153870814,8,10,9,8,4,1,1,0,0,1,0,0,0,3,2
0.455471307,1.188422089,-0.643021258,-0.176513108,0.313673202,-1.164880335,-0.456252273,-1.09468698,-0.040126972,0.078808889,8,8,6,9,7,5,5,0,0,1,1,1,0,3,4
-0.059057159,0.858870901,0.121682753,-0.23507929,1.153584599,0.983046853,0.406697257,-0.422930993,0.11269009,-0.231292913,5,6,6,4,3,7,6,0,0,0,1,1,1,4,4
-0.670292245,-2.033919582,-0.643021258,0.019890464,-0.335438808,-0.294539906,-0.927983568,-0.085086999,1.121670423,1.657425315,4,7,5,7,2,8,8,0,0,1,0,1,1,5,4
0.529150146,-1.502146526,-0.643021258,1.002438675,0.425605668,0.686252445,-0.203240321,0.229627766,-0.586147837,-1.054155631,9,8,4,6,10,10,10,0,0,0,0,1,1,2,2
0.400473577,-1.669714165,1.503089667,0.621547391,-0.30051013,-1.140387955,0.303924243,1.026149073,-0.586147837,0.193621864,6,10,5,10,6,8,9,0,0,0,0,0,1,3,3
-0.298338917,0.126293704,0.121682753,-0.186131215,0.503699995,0.202465994,0.571422373,0.614852039,0.137346891,-1.846018342,8,6,8,3,4,4,3,0,0,0,1,0,0,4,4
-0.521689684,1.571476493,-0.643021258,0.281246373,0.096416604,0.581436806,0.522240368,0.113032277,-1.351101796,-1.133468917,5,7,5,5,4,7,7,0,1,1,1,1,1,4,3
0.136808524,1.061840519,-0.643021258,-0.675079952,0.713804761,0.31931229,1.079117271,-0.397867873,0.11269009,-0.510719691,6,5,6,7,6,9,9,0,0,1,0,0,0,2,2
-0.273477877,0.812254742,-0.643021258,-0.209525301,-0.404880868,-0.655113516,-1.567582422,-0.970636179,0.297075171,-0.376691615,5,10,2,6,6,6,5,0,0,1,0,1,1,4,4
-0.786677821,0.473631962,0.868779879,0.58516144,-1.318772218,0.181846499,1.486736559,0.465627773,-0.254761262,-0.878113219,7,6,6,8,7,3,3,0,0,0,1,1,1,4,4
-1.069368663,-1.843228451,-0.643021258,1.172029716,1.153584599,0.833389714,1.518210655,0.708565704,-2.021279556,-0.034847002,3,6,6,9,10,1,1,0,0,1,1,1,0,2,4
1.04811132,-0.273170603,-0.643021258,1.505947414,0.662402556,1.699939304,-0.951439037,1.223804488,0.16943906,0.872869914,8,8,4,4,4,1,5,0,1,1,0,0,0,2,1
-0.922356503,-2.033919582,-0.643021258,1.05745778,1.783779947,0.748842729,1.45460134,1.223804488,-1.288675007,1.14820636,8,5,4,9,6,2,3,0,0,1,0,0,0,1,1
1.593380755,-1.121650933,-0.643021258,0.935723271,1.724500833,0.961211106,-0.975283455,0.9612989,0.936419325,1.158401611,4,6,10,8,6,10,10,0,0,1,1,1,1,4,4
0.541695594,0.77417329,-0.643021258,0.415139959,0.508870074,0.602311256,0.355583302,-0.061961857,-1.5564141,-0.776144691,7,6,9,5,5,1,5,0,0,1,0,0,1,2,3
-0.867686514,0.271244848,0.868779879,-0.182801277,0.256916695,0.046752364,0.355583302,0.057211654,-1.572086907,0.838338285,6,8,4,6,9,7,9,0,0,0,1,1,1,3,3
0.005716305,0.200391604,0.121682753,-0.275168659,-0.293525443,-0.010392807,-0.395947164,-0.999703618,1.024698737,-0.733088622,8,8,4,7,6,6,6,0,0,1,1,1,0,3,4
0.706198878,0.568257734,-0.643021258,0.698640685,0.787040167,0.357765467,0.927973115,0.169156451,2.641914222,1.382400955,6,6,6,9,5,1,7,0,1,1,0,1,1,5,5
-0.405852145,-2.033919582,1.503089667,-2.434682651,-0.627065447,-1.140387955,-1.567582422,-0.422930993,1.251286735,-0.741290541,7,5,2,8,6,8,9,0,0,1,1,1,1,5,5
0.018743433,-0.869110275,-0.643021258,0.298990195,0.44609699,-0.030522803,0.406697257,0.286448096,-0.516962046,1.250020251,8,8,9,8,6,7,9,0,0,0,0,1,1,4,4
0.335595006,1.061840519,-0.643021258,-0.551523611,0.307492137,0.31931229,1.079117271,0.113032277,0.22058023,-0.907850219,6,6,6,6,6,6,7,0,0,1,0,1,1,3,3
-0.994017276,0.716738879,1.503089667,-1.752155597,0.77072586,0.52299048,0.634550025,0.169156451,0.137346891,-1.846018342,5,5,7,5,2,8,7,0,0,1,1,0,1,4,4
0.346106394,-0.984096028,-0.643021258,-0.829041203,0.076305813,-0.010392807,0.235820125,0.317288972,-0.649543524,-0.139569849,6,9,4,5,2,5,6,0,0,0,0,1,0,4,3
0.220695614,0.550311451,0.868779879,-0.537014267,-1.526192182,0.046752364,1.695842641,0.169156451,-0.490226237,-0.160630352,7,8,6,4,5,8,7,0,0,1,1,1,0,2,1
-0.227939622,1.319796186,0.975433204,-0.185859056,-1.087987664,-0.010392807,1.079117271,-0.057535876,-0.328273083,-0.268234482,7,9,2,6,7,8,7,0,0,0,1,1,0,4,3
-0.464682833,-0.607857354,0.444417946,-0.551162759,-0.925123539,-1.721310144,-0.456252273,-0.000553023,0.380697114,0.332667284,9,9,2,8,7,9,10,0,0,1,1,1,1,5,5
0.859298236,-0.87368574,-0.643021258,-0.547259672,0.270881354,0.897076073,0.272367907,0.027179146,0.11269009,0.097608444,9,10,4,10,6,4,4,1,0,0,0,0,1,4,4
0.280463644,0.514347159,1.503089667,0.096143417,-0.846948929,-0.920636387,-0.395947164,0.648784465,1.083720468,0.759018645,9,9,3,7,5,8,8,0,0,1,1,0,1,4,5
0.136808524,1.061840519,-0.643021258,0.527546263,2.584444537,1.072796408,-1.208536025,1.391747576,-2.021279556,-2.92686751,7,7,10,10,6,1,1,0,0,0,1,1,0,1,1
0.136808524,1.061840519,-0.643021258,1.068293002,-1.526192182,0.31931229,0.339991745,-0.312261959,-1.413760415,0.621285978,6,8,3,10,8,5,4,0,0,0,1,1,1,3,3
0.875968675,-1.037610602,0.444417946,0.13962566,0.248529103,-0.463038375,-1.567582422,-1.213362385,-0.649543524,2.05022748,9,10,2,7,5,7,10,0,0,1,0,0,1,4,4
-0.339960305,-0.463671537,0.121682753,-0.972416092,-0.315017227,-0.503274234,-0.456252273,-1.028957162,-0.08977416,-0.700679226,9,9,2,8,5,8,7,0,0,1,1,1,1,4,5
0.80238666,-1.777294449,-0.643021258,0.067969447,-0.317819443,-1.721310144,-0.599901519,0.345935654,0.11269009,0.983396986,7,8,4,8,7,7,8,0,0,1,1,1,1,3,4
0.840472296,0.289754022,-0.643021258,0.479978628,0.444895316,0.31931229,1.079117271,0.113032277,1.251286735,0.755767711,7,6,9,7,7,8,8,0,0,1,1,0,0,4,4
0.375288382,1.454779269,-0.643021258,0.072373167,-0.955167085,-1.260165291,-1.208536025,-1.028957162,0.195545441,-0.141115127,8,9,4,4,6,7,7,0,0,1,0,0,1,4,4
-1.302957469,0.273782893,-0.643021258,0.555349176,0.444895316,1.359323914,-0.034820661,0.288735715,0.583021795,0.032526148,6,8,7,6,4,4,3,0,0,0,1,1,1,5,5
0.028136179,0.195076209,1.503089667,-1.180850166,-0.548860788,-0.294539906,-0.260673992,-0.057535876,0.227929401,-0.558846917,7,8,4,5,8,8,7,0,0,1,1,1,1,4,4
0.634601352,0.623731626,-0.643021258,-1.452964089,-1.087987664,-0.146392192,-0.692376358,-1.586049618,0.22058023,2.05022748,8,8,7,10,6,1,1,0,0,1,0,1,0,5,5
0.419680246,0.65584209,-0.643021258,0.58516144,1.313459553,0.983046853,0.507221005,0.648784465,1.251286735,-0.823080982,6,6,6,6,6,9,9,0,0,1,1,1,1,4,4
0.57940584,1.090157205,-0.643021258,-0.285625227,-0.786570379,-1.096275418,0.355583302,-0.230422082,-0.230365886,0.393798417,9,9,3,5,7,1,10,0,0,1,0,1,0,3,4
0.412007075,0.547535194,-0.643021258,1.457510867,2.584444537,-1.072494431,-1.567582422,-1.691905973,-0.649543524,0.365658687,7,10,10,6,5,8,4,0,0,1,0,1,1,2,2
0.938885323,0.366083967,-0.643021258,-0.038759896,-1.284239529,0.357765467,-0.146486723,0.085085482,-0.391646259,1.028386275,6,9,6,7,6,3,3,0,0,1,0,1,1,4,4
0.474085055,0.673702397,-0.643021258,-0.439021527,-0.925123539,-0.716730029,0.0592214,-0.255532483,0.996385393,-0.298407644,7,9,5,6,5,7,5,0,0,1,0,1,1,4,3
0.511556929,-0.564431927,0.975433204,0.096817653,0.290544099,0.143438459,1.814618169,-0.257218172,-1.413760415,1.591993411,8,10,9,5,3,1,1,0,0,0,0,1,1,5,3
0.342780682,0.872187046,-0.643021258,-0.108120342,0.853408088,0.833389714,-0.781497193,0.029407686,0.380697114,1.732517275,6,6,7,6,7,8,8,0,0,1,1,1,1,4,4
0.739884494,0.492607435,0.121682753,-1.227340221,-0.098339338,-0.483133673,-1.006928546,0.619064086,-0.384884426,1.572051342,8,10,3,5,7,5,7,0,0,0,0,1,1,4,3
0.097930403,-1.511219105,-0.643021258,1.00032897,-0.498066845,-0.85911146,-0.456252273,-0.939432978,2.034666601,0.885248905,6,9,4,9,6,1,1,0,0,0,1,1,1,4,4
-0.10958689,0.28548011,0.121682753,0.003170461,0.089002284,-0.12383119,-1.307037133,0.681017075,0.055691338,-0.215654738,8,9,5,7,6,4,3,0,0,1,0,1,1,5,4
1.694090592,-0.677954444,-0.643021258,1.014448292,-1.526192182,-1.260165291,-1.567582422,-1.691905973,0.369636163,0.437717877,10,8,2,9,5,2,6,0,0,0,0,0,0,4,4
2.211234817,-0.16885567,0.868779879,0.221627351,-0.624318019,1.379951058,-1.307037133,1.891422553,0.854980418,2.05022748,5,6,7,5,6,4,6,0,0,1,1,0,1,5,5
0.647002827,-1.669714165,1.503089667,-0.901003877,-0.401904561,-1.721310144,-0.456252273,0.083361625,-0.649543524,0.084959736,4,6,5,9,10,10,10,0,0,1,0,1,1,3,3
-0.514429763,-0.906188122,0.121682753,-1.311516598,-1.526192182,0.029143883,0.182949117,-0.622729852,0.188222409,0.163245866,8,7,7,9,6,5,6,0,0,0,0,0,1,3,4
-0.672735186,-0.124895209,0.252470802,-0.662539785,-0.389347528,-0.010392807,-0.073475686,-0.452382048,-0.586147837,-1.108625078,6,10,6,5,6,5,6,0,0,1,1,1,1,3,5
1.08854149,-1.221262124,0.444417946,0.292205063,-1.087987664,0.501444851,0.235820125,-0.452382048,1.121670423,2.05022748,7,3,8,10,5,9,9,0,0,1,0,1,1,4,5
0.729758509,-1.843228451,-0.643021258,0.358756766,1.202857875,0.833389714,0.457249602,0.141054995,0.9316219,0.222609952,8,9,4,7,9,9,10,0,0,1,1,1,1,4,4
0.471499382,0.595596241,-0.643021258,0.369851786,1.476261258,1.538382968,-0.163610051,1.256120407,-0.138612065,-1.542665183,6,6,5,4,7,8,2,0,0,1,1,1,1,4,2
0.12915883,0.512146654,-0.643021258,0.221359741,0.428002212,0.181846499,0.983782319,-0.059749043,-0.08977416,-0.034847002,6,7,6,6,6,7,6,0,0,1,1,1,0,3,4
-0.662556658,-0.374387392,0.698896189,0.447405061,0.290933511,0.48085241,0.288170321,0.526398788,1.121670423,-0.436597156,7,8,4,8,6,7,8,0,0,1,1,1,1,4,4
0.297230462,0.867348946,-0.643021258,-0.21593608,0.226587874,0.083876044,0.884237426,0.171415291,0.743006236,-0.702618676,7,8,6,8,6,6,8,0,0,0,1,1,1,1,3
0.336748962,0.827805769,-0.643021258,1.821037858,0.370002371,1.748476304,1.079117271,1.253520884,-0.069933903,-0.059690169,8,5,10,6,4,1,1,0,0,1,0,1,0,2,2
-0.649843088,-0.485823579,0.868779879,-0.247848981,0.791728386,2.062100016,2.568561639,1.630946924,1.024698737,-0.348533258,9,10,10,8,4,5,10,0,0,1,1,1,1,4,5
-0.84389735,-0.906188122,0.444417946,-1.320606401,-0.786570379,-0.657808315,-0.599901519,0.648784465,1.024698737,-0.040583956,9,10,3,5,9,8,8,0,0,1,1,1,1,4,4
-0.288257089,0.49904684,-0.643021258,-0.173721728,0.15329832,0.083876044,0.053206693,0.994901692,0.22058023,-0.183181112,6,8,6,8,9,4,5,0,0,0,0,1,1,3,4
0.440129613,-1.138764547,0.121682753,-0.769754517,-1.526192182,-0.755273024,-0.599901519,-1.656183355,1.251286735,2.05022748,9,8,5,8,6,5,4,0,1,1,1,0,0,4,5
1.374675417,0.341770243,-0.643021258,-0.309872007,-1.526192182,-1.721310144,-1.567582422,-0.648076682,-0.040126972,-0.034847002,8,10,3,6,6,3,3,0,0,1,0,1,1,2,3
0.136808524,1.061840519,-0.643021258,-0.551523611,0.49176188,0.31931229,1.079117271,0.113032277,0.297075171,-0.578802634,6,6,6,6,6,5,5,0,0,1,0,1,0,3,4
-2.237058979,-0.25282108,-0.643021258,-0.600909855,0.243061241,-1.007424011,-0.456252273,0.648784465,-1.181089307,-1.637886764,9,6,10,7,2,5,8,0,0,1,1,0,1,2,4
-1.290968318,-0.286802249,0.868779879,-1.025903808,-1.145389619,-0.655113516,-0.456252273,0.26027381,0.271953797,-0.434202865,10,4,6,7,10,10,8,0,0,1,1,1,1,5,5
-0.994017276,-0.977389906,0.121682753,1.189858684,0.240041512,-1.307725326,-1.307037133,0.113032277,-1.36219508,1.76792362,8,7,7,7,8,5,5,0,0,1,0,1,1,4,4
-0.833332728,-1.281631509,-0.643021258,0.407775977,0.022691419,0.31931229,0.288170321,0.082845752,-0.248522807,0.222609952,7,7,4,7,8,6,8,0,1,1,0,1,1,4,3
0.464761558,-0.625756838,0.121682753,-0.75012166,-1.526192182,-1.721310144,-1.567582422,-0.910719594,2.641914222,1.17369486,10,6,7,5,6,5,5,0,0,1,0,1,1,5,5
1.094037975,0.553057689,1.503089667,-0.174007302,1.787598301,0.770163799,0.457249602,0.678617788,-0.279136289,0.239116678,7,7,7,7,5,4,4,0,0,0,0,0,1,2,2
-0.250498461,-0.389794833,1.503089667,-0.856493328,-1.526192182,-0.199326502,-0.395947164,-1.028957162,1.312672964,1.572051342,10,8,2,6,8,8,8,0,0,0,1,1,1,4,5
0.323782303,0.666293891,-0.643021258,-0.551523611,0.307492137,0.31931229,0.457249602,0.113032277,0.22058023,-1.536402334,9,9,4,5,6,5,5,0,0,1,0,1,0,3,3
0.730701793,0.135971864,-0.643021258,-0.036639921,-1.526192182,-1.721310144,0.303924243,0.169156451,-2.021279556,0.011172579,6,8,4,7,8,2,1,0,0,0,0,0,0,2,4
-0.04286346,0.290404494,-0.643021258,-0.88701984,-0.071324705,-1.164880335,-0.456252273,-0.509167449,0.939620623,-0.160404581,9,10,3,5,8,6,4,0,0,0,0,1,0,3,4
0.419680246,0.65584209,0.868779879,-1.061585088,1.313459553,1.356238805,0.556589975,0.866892126,-0.649543524,0.163245866,6,6,6,6,6,5,5,0,0,0,0,1,1,2,2
0.25313684,-0.252421811,-0.643021258,1.2534889,0.997777191,1.748476304,-0.146486723,0.497129069,-0.042844055,-0.097686768,9,5,10,9,5,6,1,0,0,1,1,1,0,4,4
0.671436836,0.508615759,0.444417946,-1.056230179,-1.284239529,-1.721310144,-1.307037133,-0.253342161,-0.009143217,0.23404294,9,9,7,3,3,3,3,0,0,0,0,1,0,4,4
0.457099544,1.066912576,-0.643021258,1.812898516,-0.83336406,-0.030522803,-0.336644221,-0.970636179,-0.655661348,0.163245866,8,9,5,8,6,4,5,0,0,0,0,1,1,3,3
0.55877525,0.721720732,-0.643021258,-0.772701045,1.217590627,0.664238512,1.079117271,0.288735715,0.939620623,1.466029951,6,7,6,7,7,4,5,0,0,0,0,1,0,4,2
0.52347275,0.385575249,-0.643021258,-0.858486449,-0.973179777,-0.60046684,-0.336644221,-0.452382048,1.113030095,1.130964119,7,9,6,10,6,8,10,0,0,0,0,1,1,4,5
-0.717057969,-0.948417786,1.503089667,0.327825145,0.921260356,0.726657437,0.556589975,1.057534833,-1.5564141,-1.000924125,5,7,3,6,2,10,10,0,0,1,1,1,0,4,4
-0.881952606,0.110156202,-0.643021258,-0.262860189,0.623234766,0.219586812,0.619971911,0.708565704,-0.132094921,-0.025384568,7,7,8,5,8,10,6,1,1,1,0,1,1,3,3
-0.011982666,-0.311048908,0.444417946,-0.116049174,-0.498066845,-1.164880335,-0.599901519,-0.536512588,0.380697114,0.332667284,9,10,5,5,6,7,7,0,0,0,0,0,0,4,4
1.748289179,-0.596476238,0.698896189,-0.20586497,-0.590734254,-0.033142012,-0.395947164,0.497129069,0.372560998,-0.129954845,8,6,5,7,7,3,7,0,0,1,1,0,1,4,4
1.420673704,1.077082349,0.868779879,-0.218423249,-1.526192182,-0.85820524,0.897567591,-1.246757886,0.351323535,0.207224881,9,8,4,6,6,3,4,0,0,1,0,0,1,3,4
0.117698317,0.84802105,0.121682753,1.046083165,0.556379145,0.31931229,-0.090360037,1.63585032,0.22058023,-0.628579411,8,9,3,6,8,7,7,0,0,0,1,1,1,3,4
-0.7373075,0.015427823,-0.643021258,-0.032388176,-1.526192182,-0.617442914,-1.208536025,-0.422930993,0.82441434,0.444416654,9,9,4,5,6,7,9,0,0,1,0,1,1,4,4
0.497479014,0.865231386,-0.643021258,0.572422829,0.307492137,0.31931229,0.457249602,0.648784465,-0.427259336,0.097608444,7,8,8,7,5,5,5,0,0,1,0,0,1,4,4
-1.088819959,0.087214649,-0.643021258,-1.068127788,-1.284239529,-1.721310144,0.193154563,-0.650291232,-1.741644381,-0.52350691,6,8,4,8,6,5,4,0,0,1,0,1,1,4,4
0.788214071,-0.722972342,-0.643021258,-2.055621709,0.399628446,0.501444851,-1.4480207,-0.853747231,-0.040126972,0.022965114,4,10,6,7,10,8,10,0,0,1,0,0,0,4,4
0.188364421,0.840898002,-0.643021258,-0.639308579,0.49176188,-0.387269868,-0.474741042,1.223804488,-0.069933903,-0.720908175,6,5,5,7,6,6,6,0,0,1,1,1,1,4,4
-0.952650791,-2.033919582,-0.643021258,-1.36669214,-1.526192182,0.322044926,-0.456252273,-0.563391626,-0.606922778,0.163245866,8,6,3,7,8,7,9,0,0,1,1,1,1,4,4
-0.884200017,0.293890265,0.868779879,0.376238231,0.172078578,0.983046853,0.457249602,0.229627766,-0.453992273,-0.789211374,7,7,5,6,6,2,2,0,0,1,0,1,0,4,4
0.05689863,-0.778621551,-0.643021258,-0.235471084,-0.53880608,0.281062786,-0.927983568,-1.028957162,0.11269009,1.375335491,9,4,4,8,6,7,9,0,1,0,0,1,1,3,3
0.008944257,0.13615797,-0.643021258,2.301845529,0.277040145,1.699939304,0.556589975,1.026149073,-2.021279556,0.43087458,6,4,6,6,8,10,10,0,0,0,0,1,1,4,4
-0.822793579,0.537808311,0.252470802,-1.285811857,-0.135705657,-1.140387955,-0.395947164,-0.821463065,0.297075171,-0.02572834,9,7,3,6,8,10,10,0,1,1,0,1,1,4,4
-0.059057159,0.050480661,0.868779879,-1.752545899,0.18122214,0.381640812,-1.567582422,-0.057535876,1.061835304,1.591993411,8,9,4,4,8,8,8,0,0,0,1,1,1,5,5
-1.369616755,-1.843228451,-0.643021258,0.629419485,-1.526192182,-1.307725326,-1.307037133,-0.088995759,-1.109642068,-1.076775031,5,8,7,9,6,5,7,0,0,0,0,1,1,2,3
-0.840493015,-0.352682688,0.121682753,0.990056871,-1.526192182,-0.503274234,-0.456252273,-1.028957162,-0.87034463,0.112201071,6,6,2,9,6,7,8,0,0,1,0,0,1,3,5
1.887629132,0.106974367,1.503089667,1.43244499,-0.361794598,-1.721310144,1.231142969,-1.586049618,-1.193964888,2.05022748,4,10,7,6,4,6,10,0,0,0,0,1,1,1,1
0.506435643,-1.098343394,0.698896189,-0.900041921,-1.526192182,-0.559682378,-1.090680912,-0.821463065,0.769257238,1.004368552,8,8,2,6,10,3,7,0,0,1,0,0,0,4,4
0.323782303,0.359536447,-0.643021258,-1.116240685,-1.526192182,-1.518511267,-1.567582422,-1.277962535,0.031664085,0.172983372,9,7,8,6,8,2,3,0,0,1,0,1,0,4,4
