Authoritariansm,SDO,CRT,Conspiracy,Paranoia,LOC_1,LOC2,LOC3,TIS,Alt,Agreeableness,Conscientiousness,Neuroticism,Openness,Extraversion,Ireland$MigrantAttitudes1,Ireland$MigrantAttitudes2,Ireland$C19_Infected_Binary,Ireland$C19_SomeoneClose_Infected_Binary,Ireland$Vax_Self_Binary,Ireland$�..Sex,Ireland$Occupation_Binary,Ireland$Education_Binary,Trust_Scientist,Trust_Doctor
1.085409997,0.50884235,-0.643021258,1.442318558,-0.925123539,-1.721310144,-1.567582422,-1.620902498,-1.025081742,-1.578296631,7,10,8,8,6,7,1,0,0,0,0,1,0,5,5
-0.624144067,-1.558740355,-0.643021258,-1.37694747,-1.526192182,0.026509752,0.355583302,-0.510855523,2.196911948,2.05022748,7,4,6,8,7,9,10,0,0,1,1,1,1,4,4
0.629544605,0.911775373,-0.643021258,-0.952193347,0.498133101,0.770163799,0.571422373,0.113032277,0.686204135,-1.407562621,5,7,5,7,3,5,8,0,0,1,0,1,0,4,4
-0.597805174,0.72237201,-0.643021258,-0.319077237,0.110263161,-0.067235866,0.522240368,0.057211654,0.22058023,-0.944100058,7,5,4,6,6,7,5,0,0,0,0,1,1,3,4
-0.388505052,0.243380848,-0.643021258,-0.268642657,-0.467469536,0.459431008,0.457249602,0.113032277,-1.5564141,-0.907850219,7,7,4,5,7,2,5,0,0,0,0,0,1,2,3
-0.672735186,-0.478867787,-0.643021258,1.76280931,0.49176188,0.240309183,0.556589975,0.405301787,-0.71333163,1.009046292,7,9,6,7,8,8,8,0,0,1,0,1,1,2,2
0.913383537,0.417849382,-0.643021258,1.356485829,0.471798199,1.402735876,-0.336644221,0.345935654,1.024698737,1.361864268,9,7,4,9,6,7,2,0,0,0,0,1,0,4,5
0.262188241,-0.366532423,-0.643021258,0.285832133,2.584444537,1.336642948,-0.781497193,1.028662865,-1.101981158,-0.550818378,9,8,10,9,7,6,6,0,1,1,0,1,1,3,3
0.297899858,0.575435967,0.868779879,1.571180562,0.58394284,-1.164880335,-1.4480207,-0.821463065,-1.288675007,-1.058346995,7,6,4,4,6,2,1,0,0,0,0,1,0,4,5
0.136808524,1.061840519,-0.643021258,-0.514971783,-0.595079665,0.624150242,0.571422373,0.113032277,-0.991628938,-0.907850219,7,10,3,5,7,8,6,0,0,1,0,1,1,2,1
-0.403524638,0.247701011,0.698896189,-1.169819337,-0.158045243,0.086526643,-0.056644261,-0.452382048,0.297075171,-0.131276219,7,10,7,5,4,7,6,0,0,0,1,1,1,4,4
-0.250382937,-0.230482283,1.503089667,-0.032388176,0.798612456,0.123819731,-0.090360037,1.12328102,-0.205326358,0.078808889,6,9,6,7,4,5,5,0,0,1,1,1,0,3,4
1.966212619,0.751146331,0.252470802,-0.874249144,-1.284239529,-1.721310144,-0.185979592,-0.910719594,0.271953797,-0.907850219,4,6,6,5,4,1,1,0,0,0,0,1,0,3,4
0.136808524,1.102438636,-0.643021258,-0.256680628,0.568491197,-0.258182414,0.457249602,-0.228229888,0.939620623,-0.866264128,7,8,6,5,7,5,5,0,0,0,0,1,1,3,4
0.095711833,0.84802105,0.121682753,0.308702823,-0.925123539,0.340319294,-1.031751819,0.678617788,0.22058023,0.227328098,10,9,3,7,5,5,9,0,0,1,0,0,1,3,3
-0.145045375,-1.32322478,0.121682753,-0.466916735,0.510087391,-0.483133673,-1.4480207,-0.255532483,0.213235815,0.163245866,7,9,6,8,6,7,7,0,0,1,0,1,1,4,5
1.321896133,0.638682869,0.868779879,-0.537376687,0.568491197,-0.010392807,0.288170321,0.288735715,1.251286735,-0.733088622,6,8,6,7,6,9,9,0,0,1,1,1,1,4,5
-0.189923145,-0.600455269,0.868779879,-0.977636615,-0.688534597,-0.106449807,-0.318857974,0.407621124,1.024698737,-1.042448545,8,8,3,5,5,8,8,0,0,0,1,1,1,3,4
0.238831934,0.822004898,0.444417946,-2.076461217,-0.599443275,-0.294539906,0.355583302,0.374677742,1.121670423,0.163245866,8,6,3,8,8,7,6,0,0,1,1,1,0,4,4
-0.32684845,-0.512402197,0.121682753,0.691522998,-1.526192182,-1.334201793,-1.567582422,-0.880401709,0.271953797,0.163245866,8,8,4,6,6,9,9,0,0,1,1,1,1,4,5
-0.644395152,0.027875792,-0.643021258,-0.055900746,-0.973179777,-1.307725326,-0.456252273,-1.185174662,-0.453992273,0.389723832,9,9,3,7,5,6,5,0,0,1,0,0,0,3,4
0.307249077,1.009304396,-0.643021258,0.270318938,1.139171167,-0.238295014,0.406697257,0.436573876,0.11269009,0.174654803,6,6,5,6,5,8,8,0,0,1,1,1,1,2,2
0.262075992,0.246758425,-0.643021258,0.392502615,-0.737754944,-0.199326502,0.355583302,-0.593028202,0.062773818,0.949054693,7,7,4,8,6,7,8,0,0,1,0,1,1,2,2
0.060716125,-0.174781451,0.698896189,-0.163999912,-0.767610191,-0.010392807,0.422070583,-0.793327961,-0.016801621,0.541384184,10,9,7,7,7,7,8,0,0,1,0,1,1,2,2
0.296741514,-0.6075293,-0.643021258,-0.637660198,0.995572082,-0.126432515,1.079117271,0.678617788,0.881340619,-1.897574122,8,5,8,8,4,7,7,0,0,1,1,1,1,4,4
1.615136511,1.061840519,0.252470802,0.096817653,0.840316375,0.624150242,-0.692376358,0.029407686,0.163299458,-0.907850219,5,10,4,4,2,4,4,0,0,1,1,1,1,3,5
0.883397689,0.049710484,0.121682753,-0.313251555,-1.526192182,0.624150242,-0.203240321,0.317288972,-0.649543524,-0.926060304,8,9,4,9,5,5,5,0,0,0,0,1,0,2,2
-2.321808273,-1.3546389,1.503089667,-0.972970016,0.217433511,0.420430535,-0.203240321,0.648784465,-0.248522807,-0.276707196,6,7,6,9,4,10,10,0,0,1,1,1,1,4,4
0.117698317,1.038140667,-0.643021258,0.155479929,0.344737348,0.520180633,1.079117271,0.648784465,1.502709192,-0.266745257,7,6,5,7,8,9,8,0,0,1,1,1,1,4,5
0.136808524,0.661226748,-0.643021258,0.387635518,0.683299177,1.699939304,-0.163610051,1.223804488,0.22058023,0.163245866,7,6,6,6,7,8,4,0,0,1,0,1,1,3,2
2.150466581,-0.303986475,0.252470802,-1.125236871,0.517704381,-0.737764065,-1.338454731,0.589455032,1.342515364,0.179666394,10,10,4,2,6,4,4,0,0,1,0,1,1,3,4
-0.163966462,-1.264033021,-0.643021258,0.373051553,0.451207179,-0.696670637,-0.414102134,-0.765308469,-1.5564141,-1.132205688,7,10,6,6,7,8,1,0,0,1,1,1,0,4,3
0.419680246,0.65584209,0.121682753,1.457510867,2.001982806,1.699939304,-0.163610051,1.026149073,-0.649543524,0.163245866,6,6,5,5,6,9,9,0,0,1,0,1,1,2,2
-0.35718316,0.896007982,0.868779879,0.271171095,0.2959282,0.181846499,0.571422373,0.113032277,1.024698737,-1.327065749,7,7,7,7,6,7,6,0,0,0,1,1,1,4,4
-0.808720148,0.313576229,0.121682753,1.215850617,-0.995599483,0.340319294,-0.146486723,-0.255532483,-0.516962046,0.573847982,7,8,2,9,6,8,8,0,0,1,1,0,1,5,5
-1.005128499,-0.570578338,-0.643021258,-0.164110715,2.034881023,0.562545515,1.527619161,0.199604806,-1.288675007,-0.451291212,5,2,10,5,5,5,4,0,0,1,1,1,1,5,5
-0.262287032,1.061840519,-0.643021258,0.664093218,1.007915511,0.420430535,-0.146486723,0.113032277,-2.021279556,-0.418969082,6,6,6,6,6,6,8,0,0,1,0,1,0,3,3
-1.762135293,-1.365758967,-0.643021258,-2.222204298,-0.973179777,-0.294539906,0.406697257,-0.397867873,1.151297906,1.375335491,8,8,6,6,6,10,10,0,0,1,0,1,1,4,4
-0.286496961,-0.161129857,-0.643021258,-0.664078139,-1.526192182,-1.518511267,-1.307037133,-0.791075046,0.271953797,1.132248364,8,10,3,8,10,4,7,0,0,1,0,1,1,4,4
2.188045522,0.660100772,-0.643021258,-0.007942166,0.32221749,-1.437658886,-0.456252273,0.227878478,2.196911948,0.504878893,9,9,4,5,8,8,4,0,0,1,1,1,0,4,5
0.427000841,0.217482659,-0.643021258,-0.391543356,-0.925123539,0.161281558,-0.456252273,-1.517572985,-1.022266466,0.040464301,8,10,3,6,7,1,1,0,0,1,0,1,0,4,4
-0.260005444,0.78020608,0.698896189,-0.358182546,-0.224641129,-0.162908941,-0.260673992,-0.02992945,1.121670423,-0.056158639,7,8,6,6,4,7,4,0,0,0,1,1,0,4,4
0.347975043,0.001970784,-0.643021258,1.893550488,-1.087987664,-1.721310144,-1.567582422,-1.586049618,1.251286735,-0.907850219,7,6,7,5,6,4,4,0,0,1,0,1,1,4,4
0.699359749,0.888497136,0.868779879,0.583480085,0.460434713,0.87744291,-0.220563335,0.803427621,0.380697114,0.637388441,8,8,5,5,9,2,3,0,0,1,0,0,1,4,4
-0.122847084,-0.057909246,-0.643021258,0.447405061,1.007915511,0.31931229,1.079117271,0.465627773,0.22058023,-1.846018342,5,6,7,7,4,5,5,0,0,0,0,0,0,3,3
0.045086459,0.405754352,-0.643021258,0.083761589,0.101779331,-0.294539906,-0.395947164,-0.002263949,0.11269009,-0.034847002,7,10,6,5,8,6,6,0,0,1,1,1,1,4,4
0.136808524,1.061840519,0.121682753,2.301845529,0.49176188,0.31931229,1.079117271,0.113032277,2.641914222,2.05022748,6,6,6,6,6,5,5,0,0,1,1,0,0,5,5
0.147313844,-0.343949722,0.868779879,-0.456690531,1.313459553,0.009775017,-0.260673992,0.286448096,-0.586147837,0.300504871,6,10,6,8,8,8,7,0,0,1,1,1,1,4,4
-0.903479563,-1.843228451,1.503089667,-0.925044995,-0.457102595,-0.755273024,-0.456252273,-0.422930993,-1.762481228,0.032526148,6,7,8,8,6,10,10,0,0,1,0,1,1,4,4
0.136808524,1.061840519,-0.643021258,-0.551523611,0.49176188,0.31931229,1.079117271,0.113032277,-0.649543524,-0.907850219,7,7,7,7,6,6,6,0,0,0,0,1,0,2,2
0.362656138,-0.746276734,0.975433204,1.400609366,-0.235321651,-1.007424011,-1.567582422,0.142788521,-0.55932708,2.05022748,7,7,5,6,9,9,10,0,0,1,1,1,0,5,5
-0.621724929,0.247701011,0.121682753,-0.137729399,-0.948840715,0.086526643,-0.395947164,-0.200899432,-0.204612277,1.375335491,8,7,4,9,6,5,6,0,0,0,0,1,1,3,4
-1.577233113,-0.540058865,1.503089667,-1.746224606,0.297103777,0.360512758,-0.395947164,1.026149073,-0.295015959,-1.800017183,6,7,3,5,3,7,6,0,0,1,1,1,1,5,4
-0.285515668,-0.016804988,0.121682753,-1.901436108,-1.526192182,-1.140387955,-0.318857974,-0.880401709,0.271953797,-1.208052588,8,10,2,6,10,5,6,0,0,0,0,1,1,1,4
0.635683446,0.880499976,0.121682753,-0.36421945,0.643397941,0.260226294,0.391272419,0.497129069,-0.230365886,0.225858104,6,6,6,6,5,6,6,0,0,0,1,0,1,3,2
0.973280372,-0.286816673,-0.643021258,-0.029626853,0.568491197,0.792465343,-1.117134153,0.405301787,0.434756476,1.206210023,9,9,6,8,5,5,5,0,0,0,1,0,0,4,5
0.241045688,-0.510584321,-0.643021258,0.391378978,0.267266939,-0.737764065,-0.853061953,0.201348815,-0.291854668,-1.346434832,4,10,9,5,5,6,4,0,0,0,1,1,0,4,3
-0.477066834,0.406125355,-0.643021258,-0.531888998,-0.334636746,-0.776522775,0.235820125,-0.422930993,1.251286735,-0.515973903,9,8,4,5,8,6,4,0,0,1,1,1,1,5,5
-0.984952858,0.076526954,-0.643021258,-0.036752635,0.370002371,0.31931229,0.406697257,0.141054995,-0.300484546,-0.684177232,7,9,5,7,6,1,2,0,0,1,0,1,1,4,4
0.097930403,0.426047782,0.444417946,-0.730077768,-1.526192182,0.066196454,-0.456252273,-0.677924537,0.380697114,-0.097686768,6,6,3,5,8,5,2,0,0,0,0,1,0,4,4
-1.369616755,-2.033919582,0.868779879,-0.620228332,-0.451773185,-0.255592317,-0.456252273,-0.000553023,-0.740567332,-0.776315957,8,7,3,7,8,8,8,0,0,1,1,1,1,3,3
0.806703676,0.370202405,-0.643021258,1.318154037,0.68023399,0.008937729,-1.307037133,-1.124613417,-1.298678273,-1.271608955,3,9,3,6,3,7,6,0,0,0,0,1,1,4,3
0.645098998,0.429972437,0.444417946,-0.714265234,-1.284239529,-0.162908941,0.406697257,0.113032277,0.22058023,-1.725722078,8,7,4,6,5,6,6,0,0,1,1,1,1,4,4
0.1844423,1.313254756,-0.643021258,-0.82883543,-1.526192182,-0.85911146,-1.567582422,-1.691905973,0.355724268,1.793033649,10,9,4,6,6,1,2,0,0,1,0,1,1,5,5
-1.638844683,-0.886434267,-0.643021258,-0.197166842,-0.627065447,-0.716730029,-0.395947164,-0.057535876,0.304434886,0.163245866,8,6,3,6,10,6,7,0,0,1,0,1,1,4,4
0.706198878,0.207828814,-0.643021258,0.686587615,1.544507329,2.509036668,-0.237950395,1.256120407,2.356205058,2.05022748,8,5,5,6,5,7,9,0,0,1,1,1,1,5,5
0.257918273,0.974032365,1.503089667,-1.050316882,-0.627065447,-1.140387955,-0.456252273,-1.377964141,-1.025876704,-0.609526968,6,9,5,9,6,4,6,0,0,1,0,1,1,3,3
0.421903822,-1.777294449,0.444417946,0.533817979,-0.995599483,0.063551903,-0.220563335,-4.09E-05,0.188222409,2.05022748,10,10,3,6,6,6,8,0,0,0,0,1,0,4,4
0.238831934,0.397859648,-0.643021258,1.189858684,1.922271185,1.092836332,1.208385574,1.705376315,-1.288675007,-1.079628093,4,6,8,7,3,2,2,1,0,1,0,0,0,4,3
0.87708125,0.903046422,1.503089667,1.060717737,0.319070681,0.770163799,1.066820711,-0.228229888,-0.944534074,0.661511826,7,9,4,7,6,8,6,0,0,1,1,1,1,2,4
0.536677175,0.148650487,1.503089667,0.842334084,0.110263161,0.378885413,0.457249602,-0.114791718,-0.649543524,-0.128725761,6,7,6,6,5,8,2,0,0,1,0,1,1,2,2
-1.237301705,0.17677579,0.698896189,-0.551523611,-0.812391787,0.459431008,-0.927983568,-0.282812288,-0.739870215,0.823484893,9,8,3,5,10,5,6,0,0,1,0,1,1,3,4
-0.430560973,-1.142556823,-0.643021258,-1.438351246,-1.318772218,0.049392089,-0.904896461,-0.565591434,1.121670423,0.966040082,7,10,5,8,9,10,10,0,0,1,0,1,1,5,5
0.781648108,-0.313734067,0.121682753,-0.137989293,0.370002371,0.459431008,0.571422373,0.113032277,0.297075171,-1.068622321,7,7,4,7,7,10,8,0,0,1,1,1,0,3,4
-0.168694575,0.355379484,0.444417946,-0.725226631,-0.595079665,0.202465994,0.303924243,-0.880401709,0.062773818,0.377861325,9,9,3,7,8,5,7,0,0,1,1,1,1,2,4
-1.078005241,-0.719195396,1.503089667,-0.329323108,-1.526192182,-1.721310144,-0.599901519,-1.656183355,0.271953797,-0.635406262,6,7,2,9,7,10,10,0,0,1,0,1,1,4,4
0.758594043,0.015427823,0.868779879,0.061514171,-0.231363926,-0.294539906,0.406697257,-0.425118446,-0.474658338,-0.508346999,7,6,7,5,4,7,8,0,1,0,0,0,1,4,4
-0.606120878,-0.488060402,0.868779879,-0.374432303,-1.284239529,-0.920636387,0.235820125,-0.941744441,1.024698737,0.345609439,6,8,3,3,4,8,8,0,0,1,1,1,1,4,4
-0.434577771,-1.777294449,0.698896189,-0.424642322,-0.272306928,-1.518511267,-0.318857974,0.027179146,-0.182901883,-0.276707196,8,6,4,9,6,7,8,0,0,0,1,1,0,4,4
1.966212619,-0.596476238,1.503089667,-1.074085056,-0.317819443,-1.437658886,-0.456252273,-0.999703618,0.081056046,0.163245866,7,7,3,6,3,8,8,0,0,1,1,1,1,3,4
-0.243000787,0.480729106,-0.643021258,0.327825145,-1.284239529,-0.142966141,0.235820125,-0.312261959,-0.655661348,0.672187946,7,6,5,8,8,5,7,1,0,0,0,1,1,4,4
1.869284148,-0.292014523,-0.643021258,1.334451717,-1.526192182,-1.721310144,-1.567582422,-1.691905973,1.666449265,2.05022748,10,10,6,6,3,6,9,0,0,0,1,1,1,4,5
0.41041075,-1.188429979,-0.643021258,-0.85516066,-0.519109724,1.313037064,-1.208536025,0.057211654,-0.453992273,-0.772656156,7,7,3,8,3,5,8,0,0,1,0,1,0,4,4
-0.725058588,-2.033919582,0.121682753,0.429857523,0.281932983,1.654937005,-0.853061953,0.348238868,-1.022266466,0.477261337,6,7,2,8,10,10,10,0,0,1,1,1,1,4,5
-0.705891219,-1.669714165,0.698896189,0.084987124,0.26306857,-0.755273024,-0.203240321,0.833868695,0.137346891,0.078808889,8,10,7,9,4,7,5,1,0,0,1,1,1,2,5
0.527231514,-2.033919582,-0.643021258,1.377550123,0.425605668,0.562545515,-0.336644221,0.994901692,-1.572086907,0.964118462,6,7,8,7,4,8,8,0,0,0,1,0,1,4,5
0.269364488,0.745528714,0.121682753,0.886220629,-0.316363068,0.810981527,0.571422373,-0.059749043,-1.741644381,-0.361178085,6,3,9,3,7,4,7,0,1,1,1,1,1,2,2
0.377862476,0.31517923,-0.643021258,0.149430322,0.319070681,-0.030522803,0.406697257,-0.114791718,0.031664085,-0.946302864,8,8,4,6,6,5,5,0,0,0,1,1,1,4,4
0.273174313,1.086149882,-0.643021258,2.301845529,0.301315237,0.31931229,1.079117271,0.113032277,-0.192547758,-0.818961869,6,6,6,6,6,8,8,0,0,0,1,1,0,2,2
0.136808524,1.061840519,-0.643021258,-0.551523611,0.49176188,0.31931229,1.079117271,0.113032277,0.22058023,-0.907850219,6,6,6,6,6,7,7,0,0,1,1,1,1,3,3
0.3959411,-0.485212351,0.868779879,0.194394605,2.025541236,1.582694094,1.158444319,1.670500679,-1.426097209,-1.067239756,5,10,3,6,6,3,2,0,0,0,1,1,1,3,3
0.188364421,0.722933003,-0.643021258,1.802088309,-0.404880868,-0.776522775,0.983782319,0.085085482,-0.409249308,-0.856492628,5,4,5,6,8,5,5,0,0,0,0,0,0,1,3
0.136808524,-0.377140203,-0.643021258,-1.287767493,-0.015503887,-0.503274234,1.261028994,-0.970636179,-0.040126972,0.072035344,6,8,4,8,6,5,5,0,0,0,0,1,1,2,2
0.490730782,0.514917835,-0.643021258,-0.302329047,0.064769591,0.31931229,0.522240368,-0.228229888,0.088199486,0.029520165,7,9,5,7,7,4,5,0,0,0,1,1,0,4,4
-0.376025227,0.486158103,0.868779879,0.117756109,1.124827617,0.441736173,-0.203240321,-0.057535876,0.22058023,-1.690880026,6,8,4,6,4,4,3,0,0,1,0,1,1,4,4
-0.385813018,1.158205032,1.503089667,-0.204859568,0.312885846,0.357765467,0.853294114,0.054977647,-0.233426538,-0.321672302,6,6,6,6,8,6,6,0,0,1,1,1,1,4,2
0.549427966,0.484876906,-0.643021258,0.562609228,0.498133101,0.144288471,0.406697257,-0.397867873,0.038683746,1.123414324,8,8,7,7,5,8,9,0,0,0,0,0,1,4,4
0.489773851,-0.158587828,0.444417946,-1.220548343,-1.116261214,-1.164880335,-0.185979592,-0.882160933,1.024698737,-0.458171727,6,9,10,6,3,9,10,0,0,0,0,1,0,4,5
0.136808524,0.84802105,-0.643021258,-0.296480933,0.77072586,1.470297646,0.339991745,0.648784465,0.271953797,-0.183181112,7,7,5,7,5,8,8,0,0,0,1,1,1,3,3
0.136808524,1.061840519,0.444417946,-0.551523611,0.49176188,0.31931229,1.079117271,0.113032277,0.22058023,-0.907850219,6,6,6,6,6,5,5,0,0,1,0,1,1,3,3
0.577632506,0.096300628,-0.643021258,0.823449272,0.228540462,-0.086441263,1.079117271,0.113032277,0.22058023,-0.968876507,6,4,8,8,5,1,1,0,0,1,1,1,0,3,3
0.578122843,-1.357409449,-0.643021258,-0.551523611,0.623234766,0.520180633,0.571422373,0.374677742,0.22058023,2.05022748,8,7,8,6,3,5,5,0,0,1,0,1,0,3,1
0.789197781,-1.551362592,-0.643021258,0.400530991,-1.526192182,-1.307725326,-1.307037133,-0.968311059,1.212454352,1.483474971,8,8,4,7,7,8,4,0,0,0,1,1,0,5,5
0.389340229,-0.291927272,-0.643021258,1.169137742,0.999173381,0.026509752,-0.018108097,0.648784465,-0.994373854,-1.090723804,6,6,7,6,5,1,2,0,0,0,0,1,1,3,2
-0.696409864,0.121214096,0.121682753,-0.412880428,-0.68376781,-1.721310144,0.193154563,-1.620902498,1.929848373,0.15112362,7,10,4,8,10,5,5,0,0,1,1,1,0,5,5
-0.432358201,-1.099840346,-0.643021258,0.298990195,0.918535067,-0.199326502,-1.208536025,-0.226037514,1.121670423,0.913749126,7,9,8,4,6,7,8,0,0,1,0,1,1,4,4
0.489773851,-0.057909246,-0.643021258,-0.994966095,-1.526192182,-0.920636387,-1.006928546,-0.199210197,-1.10570787,-0.097686768,8,10,2,5,5,7,7,0,0,1,1,1,1,4,4
-0.073519387,-0.62679138,-0.643021258,-1.227340221,-0.998172386,0.222282604,-0.395947164,-1.215832616,1.024698737,0.500258324,9,6,5,7,5,6,4,0,0,0,0,1,0,4,4
0.731152284,1.188260911,-0.643021258,-0.969803041,-0.292196789,-0.60046684,0.522240368,-1.028957162,0.253454979,-0.368810018,7,6,9,5,6,4,9,1,1,0,1,1,1,3,2
0.627895835,1.213470666,0.444417946,0.567814672,-0.110302936,-0.330913679,-0.395947164,0.374677742,-2.021279556,0.723627939,7,10,5,6,5,3,3,0,0,1,1,0,0,4,4
0.1844423,0.967945234,-0.643021258,1.231823634,-0.605683082,0.686252445,0.729243641,0.085085482,-1.572086907,-3.259896632,6,6,5,5,6,6,3,0,0,1,1,1,1,3,3
0.789197781,0.387279854,-0.643021258,-0.39968557,0.002393285,-0.776522775,-0.203240321,0.085085482,-0.390961597,-0.098420058,6,6,5,7,5,5,4,0,0,0,0,0,0,5,5
0.12915883,1.300245365,-0.643021258,-0.237054219,0.861759339,0.770163799,-0.146486723,0.436573876,-0.516962046,-0.310448201,8,6,6,5,6,7,6,1,1,1,1,0,1,3,4
-0.052410205,0.495391554,-0.643021258,0.955249349,0.785732294,0.624150242,-0.278215982,0.678617788,-0.469559309,0.163245866,6,6,4,8,6,7,7,0,0,0,0,0,0,2,2
0.71741332,0.058923204,0.868779879,-0.978704644,-1.284239529,0.420430535,0.355583302,0.085085482,1.251286735,0.67282755,6,9,8,5,3,6,6,0,0,1,1,1,0,4,4
0.095711833,0.307105174,0.868779879,-0.498818973,0.307492137,0.459431008,0.571422373,0.317288972,0.816864241,0.163245866,7,6,9,9,6,5,5,0,0,0,0,1,1,5,5
-1.577233113,-0.076398434,-0.643021258,0.250403297,-1.526192182,-0.21922753,-0.395947164,-0.312261959,-1.741644381,-0.907850219,6,6,2,9,4,8,9,0,0,1,1,1,1,3,3
0.59428711,0.65584209,0.121682753,0.549475891,2.584444537,0.31931229,1.079117271,0.113032277,0.22058023,2.05022748,5,6,6,6,7,5,5,0,0,0,0,0,1,3,3
-0.107341199,0.480888843,-0.643021258,1.893028006,1.115144716,1.181523315,1.715383842,-0.737395674,-0.877477549,-0.104813897,6,3,9,10,3,9,7,0,0,1,1,1,1,4,4
1.021493884,0.915327233,0.975433204,-0.275168659,0.043902799,-0.333506197,-0.090360037,1.089061772,0.22058023,-0.400742152,8,7,6,6,6,10,7,0,0,0,1,1,1,4,4
-0.540358504,0.209399246,-0.643021258,-0.599680897,-1.284239529,0.748842729,-0.414102134,-0.198704609,1.2212501,0.220708502,7,10,5,9,9,4,3,0,0,1,1,1,1,5,5
0.016630128,0.568615704,1.503089667,-0.699328522,-0.272306928,-0.617442914,0.355583302,-0.793327961,-0.516962046,-0.991933727,7,8,6,6,5,6,6,0,0,1,1,1,1,4,3
-0.448023679,-0.103888809,-0.643021258,-1.530652795,-0.231363926,-0.162908941,0.571422373,0.345935654,0.031664085,-0.458171727,5,8,8,6,7,7,8,0,0,1,0,1,1,4,4
0.290367316,0.022716756,-0.643021258,-0.356513376,-1.526192182,0.605152185,-0.185979592,1.219227671,-0.453992273,0.994779572,10,10,4,4,4,8,7,0,0,1,0,0,0,4,4
-0.65171358,-0.234380266,1.503089667,-0.312722498,0.236917676,-0.984478765,-0.456252273,-1.215832616,-0.182901883,0.163245866,5,8,9,7,9,7,5,0,0,0,0,0,1,4,4
0.456986606,0.304189647,0.868779879,0.917024502,0.144829437,-0.255592317,-0.456252273,-1.028957162,1.121670423,0.23404294,8,9,4,6,9,2,1,0,0,1,1,1,1,4,4
0.042508086,0.782439485,0.868779879,0.686861709,-0.218792785,0.48085241,0.339991745,0.587083468,0.474009966,-1.070786264,5,6,5,6,9,6,6,0,0,1,0,1,1,4,4
-0.161984987,-0.480598877,-0.643021258,-0.16117553,0.055571362,-0.31443154,-0.336644221,-0.452382048,1.024698737,-0.097686768,9,9,4,6,10,5,6,0,0,0,0,0,1,4,4
-0.485201128,0.241941485,1.503089667,-1.140117154,0.055571362,-0.463038375,0.897567591,-0.397867873,1.2212501,0.227925752,8,6,4,8,10,8,8,0,0,1,1,1,1,5,4
-0.680003221,0.015458099,-0.643021258,-0.561254271,-1.526192182,-0.086441263,-0.318857974,-0.823726397,0.654486726,-0.964699518,9,8,3,8,8,7,7,0,0,0,0,0,1,4,4
-1.430866733,-2.033919582,1.503089667,-0.737203127,0.135200189,-0.920636387,-0.260673992,0.229627766,-0.580064646,0.163245866,7,6,4,8,5,8,8,0,0,1,1,1,1,4,4
0.091432548,-1.037610602,0.121682753,0.823449272,1.198254362,0.833389714,0.457249602,1.023636172,-1.128769827,0.432122523,8,8,7,6,3,8,10,1,0,1,1,1,1,5,5
-0.368518278,1.374449007,0.444417946,-0.50696511,-0.523175855,0.008937729,-0.456252273,0.288735715,1.342515364,-0.666886203,7,9,2,6,5,4,4,0,0,1,1,1,1,4,4
0.635683446,0.573792134,0.252470802,-0.378938243,-0.204183893,0.624150242,0.941067619,0.141054995,1.024698737,-0.040583956,7,5,5,8,5,6,4,0,0,1,1,1,1,4,4
0.630511822,0.411838226,1.503089667,-0.858815964,-0.003829934,-0.446424795,0.406697257,-0.452382048,1.251286735,-0.513579626,7,5,4,4,6,6,5,0,0,1,1,1,1,4,4
-0.512697362,0.295590742,0.975433204,-0.335652971,-1.284239529,-0.255592317,-1.307037133,-0.968311059,0.22058023,-0.907850219,7,10,2,5,10,7,6,0,0,1,1,1,1,3,3
-0.54206918,0.320066885,-0.643021258,0.710419255,-1.526192182,-0.920636387,-0.395947164,-0.970636179,0.11269009,-0.964699518,9,10,5,6,8,7,7,0,0,0,0,1,1,4,4
0.592643402,1.09936108,0.121682753,0.651262868,0.10792225,1.135093095,-0.260673992,1.026149073,0.22058023,-0.119121591,6,8,8,8,5,4,5,0,1,0,0,1,1,3,4
-0.432358201,-1.182964002,-0.643021258,-0.429062544,-0.145876355,-0.330913679,0.472449103,-0.707352512,0.188222409,0.163245866,9,8,7,6,3,5,10,0,0,1,0,1,0,4,4
-1.069368663,-0.476486014,-0.643021258,-1.138418451,-0.198392446,-0.12383119,0.303924243,0.085085482,-0.649543524,-0.728080153,6,6,8,6,8,7,6,0,0,1,0,1,1,4,4
-0.144079405,0.341770243,-0.643021258,-0.740871409,-0.786570379,-1.721310144,-0.444572854,-1.691905973,1.251286735,2.05022748,7,10,4,5,8,6,6,0,0,1,0,1,1,5,4
0.023844564,-0.627952915,0.121682753,-0.671251548,-0.599443275,-0.961733151,-0.599901519,0.347708276,-0.595353059,2.05022748,8,8,6,8,10,4,6,0,0,0,0,1,1,5,5
-0.344407892,1.803935393,-0.643021258,0.979063093,0.229709952,-1.437658886,-0.456252273,-0.563391626,0.188222409,-0.645252575,7,9,2,9,9,5,4,0,0,1,1,1,1,4,5
-0.475345628,0.284695469,-0.643021258,-0.63389389,-1.526192182,-0.837335839,2.01052391,-0.483542046,0.996385393,-2.066757928,7,10,8,8,5,10,7,0,0,1,1,0,1,5,4
0.148263772,0.341770243,-0.643021258,-0.567060903,0.49176188,0.31931229,1.486736559,-0.059749043,0.144601788,0.104235776,6,8,8,6,4,4,4,0,0,1,0,1,1,4,4
